ClusterID;HomClusterID;Size;u_syn;genename;Description;E coli;S enterica;A thaliana;unclassified;Gloeobacter;Prochlorococcus;Synechococcus;A marina;Thermosynechococcus;C thermalis;C stagnale;N spumigena;Anabaena;Trichormus;Nostoc;Rivularia;Calothrix;C minutus;C epipsammum;Microcoleus;Gloeocapsa;Arthrospira;Cyanobacterium;Oscillatoria;T erythraeum;Pseudanabaena;Fischerella;Geitlerinema;Leptolyngbya;S cyanosphaera;Pleurocapsa;C gracile;Halothece;D salina;Candidatus atelocyanobacterium;M aeruginosa;Cyanothece;Synechocystis;Synechocystis 6803;Proteobacteria;Arabidopsis;Cyanobacteria;Conservation;Percentage
15606;3123;24;sll1085;glpD;Glycerol-3-phosphate dehydrogenase;1;1;1;1;0;0;0.6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;0;0;0.33;1;1;1;1;0.34;All;10
14887;2773;25;sll1027;gltD;Glutamate synthase subunit;1;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0.33;1;1;1;1;0.35;All;10
14164;2470;36;slr2122;kdsB;3-deoxy-manno-octulosonate cytidylyltransferase;1;1;1;0;1;0.4;0.6;1;0;1;0;1;0;0;1;0;0.5;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0.67;0.5;1;1;1;0.36;All;10
14529;2641;22;sll1566;ggpS;Glucosylglycerol-phosphate synthase;1;1;1;1;0;0;0.6;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;1;1;1;0;0.33;1;1;1;1;0.37;All;10
14027;2393;31;slr1992, slr1171;btuE;Glutathione peroxidase;1;1;1;0;1;1;0.8;0;0;0;1;0;0;0;0.5;1;0;1;0;1;0;0;0;0.5;0;1;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0.37;All;10
15157;2904;26;slr7060;ymdB;Phosphatase C-terminal domain of histone macro H2A1 like protein;1;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;0.5;1;1;1;1;0;0;0.5;0;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0.37;All;10
14089;2428;37;ssr1789;rpmG;50S ribosomal protein L33;1;1;1;0;1;1;1;1;1;0;0;0;0.5;1;0.5;0;0;0;0;0;0;0;0.5;0;1;0;0;0;0;1;0;1;0;0;0;0.5;1;1;1;1;1;0.37;All;10
12754;1818;52;sll1582;LBA1;P-loop containing nucleoside triphosphate hydrolases superfamily protein;1;1;1;0;0.5;0.4;0;0;0;0;1;1;0.75;0;1;1;0.5;0;0;1;0;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;1;1;1;1;1;0.38;All;10
15300;2980;26;slr0406;pyrC;Dihydroorotase;1;1;1;0;0;1;0.6;1;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;1;1;0;1;1;1;0;1;0;1;1;1;1;0.39;All;10
11731;1314;53;slr1924, sll1167;ampC;"D-D- carboxypeptidase; penicillin-binding protein beta-lactamase";1;1;1;0;1;0.2;0.6;0;0;1;0;0;0.5;0;1;1;1;0;0;1;1;1;0;0.5;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;1;1;0.39;All;10
9400;16;36;sll1709;SDRB;Short-chain dehydrogenase/reductase;1;1;1;0;0.5;0;0;0;0;0;0;1;0.5;0;1;0;0.5;0;1;1;1;1;0;0.5;1;1;0;0;1;0;0;0;1;1;0;0;0.33;0.5;1;1;1;0.4;All;10
14072;2418;37;slr0593;ZTP29;Zinc/iron permease;1;1;1;0;1;0;0.4;1;0;1;0;0;0.25;0;1;0;0;0;0;1;1;0;0;1;0;0;0;1;0;1;1;0;1;1;0;0;0.67;1;1;1;1;0.41;All;10
14985;2827;28;slr1164;nrdA;Ribonucleoside-diphosphate reductase subunit alpha;1;1;1;1;1;0;0.2;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;1;1;0;0;0;1;1;1;1;1;1;1;0.41;All;10
10379;333;46;sll1905, slr2098;HK3;Hybrid sensor histidine kinase;1;1;1;0;0;0;0.4;1;1;0;0;0;0.25;0;0;0;0;1;1;1;0;1;1;1;1;1;0;1;1;0;0;0;1;0;0;0;0.33;1;1;1;1;0.43;All;10
6771;375;32;slr0148;MFDX2;(2Fe-2S)-binding protein;1;1;1;0;0;0;0.4;1;1;1;0;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;0;1;1;1;1;0;0;0;0;0;1;1;1;1;1;0.44;All;10
14464;2610;32;ssl0241;rpmH;50S ribosomal protein L34;1;1;1;1;0.5;1;0.2;0;0.5;0;0;0;0.5;1;0.5;0;0;0;1;1;0;0;0;0.5;1;0;0;0;0;1;0;1;1;1;1;0.5;1;1;1;1;1;0.46;All;50
12684;1783;53;sll1641;gadB;Glutamate decarboxylase;1;0;1;0;1;1;0.8;1;0;1;1;0;0.75;0;0.5;0;0.5;0;0;1;0;0;0.5;1;0;0;1;1;1;1;0;1;0;0;0;0.5;0;1;1;0.5;1;0.47;All;50
6599;211;56;slr0516;FIP2;Low-complexity protein;1;0;1;0;0;0;0.2;1;1;0;1;0;0;0;0.5;0;0.5;1;1;1;0;0;0.5;1;1;1;0;0;1;0;1;0;1;0;0;1;1;1;1;0.5;1;0.48;All;50
11043;1099;66;slr8023, sll0644;CXE12;Esterase;1;1;1;0;0.5;0;0.2;1;0;1;1;0;0.5;0;0.5;1;0;1;1;1;1;1;0;0.5;1;0;0;1;1;0;1;0;0;0;0;0;1;1;1;1;1;0.49;All;50
14516;2639;32;sll1220;hoxE;Bidirectional hydrogenase complex protein HoxE;1;1;1;0;0;0;0.4;1;0;1;0;1;1;1;0.5;0;0;0;0;1;0;1;0.5;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0.5;All;50
14184;2481;35;sll1221;hoxF;NADH dehydrogenase;1;1;1;0;0;0;0.4;1;0;1;0;1;1;1;0.5;0;0;0;0;1;0;1;0.5;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0.5;All;50
14423;2601;33;sll1223;hoxU;NADH:ubiquinone oxidoreductase subunit G protein;1;1;1;0;0;0;0.4;1;0;1;0;1;1;1;0.5;0;0;0;0;1;0;1;0.5;1;0;0;1;1;0;0;1;1;1;0;0;1;1;1;1;1;1;0.5;All;50
14518;719;33;sll0744;PYD1;Dihydroorotate dehydrogenase;1;1;1;0;0;0;0.4;1;0;1;0;0;1;1;0.5;0;0;0;0;1;1;1;0;1;0;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0.51;All;50
1170;18;47;slr1071;ubiG;Type 11 methyltransferase;1;1;1;0;1;0;0.2;1;0;1;1;1;0.5;0;0;1;1;1;0;1;1;0;0.5;0.5;1;0;0;1;1;1;0;1;0;0;0;0.5;0.67;0.5;1;1;1;0.52;All;50
3981;113;54;slr1205;hcaC;(2Fe-2S)-binding protein;1;0;1;0;1;0;0.2;1;0;1;1;1;1;1;1;1;1;1;0;0;1;0;0;0.5;0;0;1;0;1;1;1;0;0;0;0;1;0.67;1;1;0.5;1;0.55;All;50
10138;888;41;sll1495;lhgO;FAD-dependent oxidoreductase;1;1;1;1;1;0.6;0;1;0;1;1;0;1;1;0.5;1;1;0;0;0;1;1;0.5;0;0;0;1;0;0;1;1;0;1;0;1;0;1;1;1;1;1;0.56;All;50
117;2;60;slr2098;HK2;Sensor histidine kinase regulator;1;1;1;0;0;0;0.6;1;1;1;1;0;0.75;1;0.5;0;0.5;1;1;1;0;1;1;1;0;1;1;1;1;0;0;0;1;0;0;0;0.67;0.5;1;1;1;0.56;All;50
14012;2389;38;slr0899;cynS;Cyanate hydratase;1;0;1;0;0;0.4;0.8;1;0;1;0;0;0.75;0;0.5;0;0;1;1;1;1;1;1;0.5;0;1;1;1;1;1;0;0;1;1;0;1;0.67;1;1;0.5;1;0.59;All;50
3562;89;54;slr0237, slr1857;glgX;Glycogen-debranching protein;1;1;1;1;0;1;0.6;0;0;1;0;1;0.25;0;0.5;1;0;1;1;1;0;1;1;0.5;1;1;1;0;0;0;1;1;1;1;0;1;0.67;1;1;1;1;0.61;All;50
1694;34;49;slr1192;adhP;Alcohol dehydrogenase;1;1;1;0;1;0;0.2;1;0;1;1;0;0.5;0;1;1;0;1;1;0;1;1;0.5;0;0;1;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0.61;All;50
10241;903;65;slr1125;UGT80B1;Glycosyl transferase UDP-glucuronosyltransferase;0;1;1;0;1;0;0.2;1;0;1;1;0;0.75;0;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;0;1;0;0;0;0;1;0.67;1;1;0.5;1;0.62;All;50
9928;2;74;sll1905, slr2098, sll5060;HK3;Sensor histidine kinase;1;1;1;0;0.5;0;0.4;1;1;1;0;1;1;0;1;1;1;0;1;1;1;1;1;1;0;1;0;1;1;0;1;0;1;0;0;0;0.67;1;1;1;1;0.62;All;50
730;8;73;slr2098, sll5060;AHP1;Sensor histidine kinase;1;1;1;0;0;0;0.2;1;0;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;1;1;1;1;1;0.63;All;50
7523;453;53;slr1259;GLY3;Zn-dependent hydrolase;1;1;1;1;0.5;0;0.6;1;1;1;0;0;0.75;0;1;1;1;1;1;0;1;1;1;1;0;0;1;1;0;1;1;1;0;0;0;0.5;1;1;1;1;1;0.64;All;50
3653;92;47;sll0067;gst;Glutathione S-transferase;1;1;1;0;0;0;0.6;1;1;1;1;1;0.75;0;1;1;1;1;1;1;1;0;0.5;1;0;1;1;1;1;0;1;0;1;1;0;0;0.33;1;1;1;1;0.66;All;50
8312;557;48;slr1793;tal;Transaldolase;1;1;1;1;0.5;1;0.8;1;1;0;1;1;1;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;0;0;1;1;0;0;1;1;0.67;1;1;1;1;0.66;All;50
14087;2109;46;slr1428;TOC159;GTP-binding protein;1;0;1;0;0;0;0.2;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0.5;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;0.5;1;0.68;All;50
11171;1129;61;sll0891;mdh;Dehydrogenase malate dehydrogenase lactate dehydrogenase;1;1;1;0;0.5;0;0.4;1;0;0;1;1;0.5;1;1;0;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;0;1;0.67;1;1;1;1;0.69;All;50
999;14;75;sll0182;PXA1;ABC transporter ATP-binding protein;1;1;1;0;0;1;0.8;1;1;1;1;1;0.75;0;0.5;0;0.5;1;1;1;1;1;1;1;1;0;0;0;0;1;0;1;1;1;1;1;1;1;1;1;1;0.7;All;50
13091;1796;57;sll0545;ybjG;Phosphoesterase PA-phosphatase protein;1;1;1;1;0.5;0;0.4;1;0;1;1;0;0.75;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;0;0;1;1;1;1;1;1;1;0.7;All;50
8958;650;87;slr1347, slr0051;icfA;Carbonic anhydrase;1;1;1;0;1;0;0.6;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0;0;0;1;1;1;1;1;1;0.7;All;50
13718;2248;40;sll1023;sucC;Succinyl-CoA synthetase, beta subunit;1;1;1;1;0;0;0.2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0.67;1;1;1;1;0.71;All;50
9143;686;41;sll1557;sucD;Succinyl-CoA synthetase-binding, alpha subunit;1;1;1;1;0;0;0.2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;0;0;0;1;0.67;1;1;1;1;0.71;All;50
11326;1162;43;slr1672;glpK;Glycerol kinase;1;1;1;1;1;0;0.6;1;0;1;1;0;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;1;1;1;0;0;1;1;0;0;0.33;1;1;1;1;0.71;All;50
16132;732;73;slr1854;YLS5;Pfpi family intracellular protease;1;1;1;0;1;0;0;1;1;1;1;1;0.75;1;1;1;0.5;0;1;1;1;0;0.5;1;1;1;1;1;0;1;1;0;1;1;0;0;1;1;1;1;1;0.71;All;50
10571;980;68;sll0745, sll1196;pfkA;6-phosphofructokinase;1;1;1;0;0;0;0.6;1;1;1;0;1;0.75;1;1;0;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0.74;All;50
13209;2009;48;slr1233;sdhA;Succinate dehydrogenase fumarate reductase flavoprotein subunit;1;1;1;0;1;0;0.4;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;0;1;1;1;1;1;1;0.75;All;50
11042;1098;65;slr0605;ECM4;Glutathione S-transferase;1;1;1;0;1;1;0.6;1;0;1;0;1;0.5;0;1;1;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;1;0.76;All;80
5498;230;74;sll0273, slr1727;SOS1;Sodium:proton antiporter;1;1;1;0;0.5;0;0.6;1;0;1;0;1;0.75;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.77;All;80
8632;603;43;sll1703;sppA;Signal peptide peptidase SppA, 67K type;1;1;1;0;1;0;0.2;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;0;1;0.67;1;1;1;1;0.77;All;80
10630;992;68;slr1269;ggt;Gamma-glutamyltranspeptidase;1;1;1;0;1;0.2;1;1;0.5;1;1;1;0.75;0;1;1;1;1;1;1;1;1;0.5;1;1;0;1;1;0;1;1;1;1;0;0;1;1;1;1;1;1;0.77;All;80
5619;238;46;slr1979;pabB;Anthranilate-aminobenzoate synthase component I;1;1;1;0;1;0;0.4;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;0.5;0;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.77;All;80
4563;93;255;sll1228, sll1672;EIN4;Protein kinase histidine kinase sensor;1;0;1;1;0;0;0.4;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;1;1;1;1;0.5;1;0.78;All;80
287;2;95;sll1888;ERS1;Sensor histidine protein kinase;1;1;1;0;1;0;0.6;0;0;1;1;1;0.75;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;0.78;All;80
3387;77;67;slr2072;ilvA;L-threonine ammonia-lyase;1;1;1;0;1;1;0.8;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;1;1;1;1;1;1;1;0;0;1;0.67;1;1;1;1;0.78;All;80
6027;282;52;sll0070;purU;Formyltetrahydrofolate deformylase;1;1;1;0;1;0.8;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;0.79;All;80
1839;20;94;slr1706;dfrA;Nucleoside-diphosphate-sugar epimerase;1;1;1;1;1;0.2;0;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0.5;0.5;1;0;1;1;0;1;1;0;1;1;1;0.5;1;1;1;1;1;0.79;All;80
11739;1316;61;sll0507, sll0671;corA;Magnesium and cobalt transporter CorA;1;1;1;0;1;0;0.4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;0;1;1;1;1;1;0;1;1;0;0;1;1;1;1;1;1;0.8;All;80
192;1;84;slr1488;mdlB;ABC transporter ATP-binding protein;1;1;1;0;1;1;0.6;1;1;1;1;1;0.75;0;1;1;1;1;1;0;1;1;1;0.5;0;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.8;All;80
6204;300;52;slr1550;lysS;Lysyl-tRNA synthetase;1;1;1;0;1;1;1;1;1;1;0;1;0.5;0;1;1;1;1;0;1;1;1;0;0.5;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.8;All;80
6945;396;124;slr1776, sll0834;bicA;Sulfate transporter;1;1;1;1;0.5;1;1;1;1;1;0;1;1;0;1;1;0;1;0;1;1;1;1;0.5;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;0.8;All;80
12722;1800;50;sll0422;iaaA;Isoaspartyl peptidase-asparaginase;1;1;1;0;1;0;0.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;0;0;1;1;1;1;1;1;0.81;All;80
5419;224;119;sll1270, slr2077, slr1257;glnH;Amino-acid ABC transporter substrate-binding protein;1;1;1;0;1;0.2;1;0;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;1;1;1;0;1;0;1;1;1;0;1;1;1;1;1;1;0.81;All;80
9365;731;47;sll1440;pdxH;Pyridoxine/pyridoxamine 5'-phosphate oxidase;1;1;1;1;0;0.2;0.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0;0;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.81;All;80
10989;1083;67;sll1773;PRN;Pirin domain-containing protein;1;1;1;0;1;0.4;0.8;1;0;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;0;1;1;1;1;1;1;0.81;All;80
10784;1025;53;ssl0563;psaC;Photosystem I iron-sulfur center;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0.5;1;0;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0.81;All;80
11394;1195;54;slr0710;gdhA;Glutamate dehydrogenase;1;1;1;0;1;0.2;0.4;1;0;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.82;All;80
976;2;166;sll1228, sll1905, sll1871;ERS1;Signal transduction histidine kinase;0;1;1;0;1;0;0.4;1;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;0;1;1;1;0.5;1;0.83;All;80
19;1;45;sll1870;NAP3;Cobalt ABC transporter;1;1;1;1;0.5;0;0.2;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;0.5;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0.83;All;80
12944;1895;51;slr1877;hpcE;5-oxo-1,2,5-tricarboxylic-3-penten acid decarboxylase;1;1;1;1;1;0;0.2;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.83;All;80
1695;34;185;sll0990;adhC;Alcohol dehydrogenase;1;1;1;0;1;0.4;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;0;1;1;1;0;1;1;0.5;1;1;1;0.84;All;80
6582;350;79;slr0229;mmsB;3-hydroxyacid dehydrogenase;1;1;1;0;1;0.6;0.8;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0;1;0.67;0.5;1;1;1;0.84;All;80
9850;660;82;slr1416, slr0835;moxR;MoxR-like ATPase;1;1;1;0;0.5;0;0.8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;0;1;1;1;1;1;1;0.84;All;80
298;2;151;slr0322, sll1296, sll1292, sll0043;PRR5;Signal transduction histidine kinase;1;1;1;0;0;0;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.85;All;80
10320;913;74;ssr2857;copZ;Heavy metal transport/detoxification protein;0;1;1;1;0.5;0;0.6;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;0.5;1;0.86;All;80
6689;368;79;sll0103, slr7060;yfbK;Von Willebrand factor type A domain-containing protein;1;1;1;0;0;0;0.2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.86;All;80
8993;656;98;sll0640;citT;Transporter;1;1;1;0;0.5;1;1;1;1;1;1;0;0.75;1;1;1;1;1;0;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.86;All;80
11219;1146;65;slr0676;cysC;Adenylylsulfate kinase;1;1;1;1;1;1;1;1;0.5;1;1;0;0.25;0;1;1;0.5;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0.86;All;80
8176;534;52;sll0216;tsaC;Sua5/YciO/YrdC/YwlC family protein;1;1;1;0;1;0;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.87;All;80
12844;540;53;sll0643;ureG;Urease accessory protein UreG;1;0;1;0;0;0.8;0.6;1;1;1;1;1;1;1;1;1;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;0.67;1;1;0.5;1;0.87;All;80
3278;72;166;sll1076, sll1614, slr0822, sll0672;pma1;Transporting ATPase;1;1;1;0;1;0;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0.87;All;80
8469;541;70;slr0301;ppsA;Phosphoenolpyruvate synthase;1;1;1;0;1;0;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0.87;All;80
12610;1766;51;slr0952;fbp;Fructose 1,6-bisphosphatase;1;1;1;1;1;0;0.6;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;1;1;1;1;0.87;All;80
9606;782;86;sll1395;rfbD;dTDP-4-dehydrorhamnose reductase;1;1;1;0;1;0.6;0.6;1;1;1;1;1;0.75;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;0.88;All;80
12196;1559;56;slr0659;prlC;Peptidase M3;1;1;1;0;0;1;0.8;1;0.5;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.5;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.88;All;80
10;1;55;slr0864;uup;ABC transporter ATPase;1;1;1;1;1;1;0.8;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;1;0.88;All;80
9432;744;82;slr1516;sodB;Superoxide dismutase;1;1;1;0;1;0;0.8;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0.88;All;80
13037;1922;49;slr1647;ALS3;Iron export ABC transporter permease protein;1;1;1;1;0.5;0;0.2;1;0;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0.88;All;80
11187;1135;59;sll0823, sll1625;sdhB;Succinate dehydrogenase iron-sulfur subunit;1;1;1;0;1;0.4;0.6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;0.89;All;80
13743;775;88;sll0934;ccmA;3-deoxy-D-arabinoheptulosonate-7-phosphate synthase;1;1;1;1;1;0.2;0.8;1;1;1;1;1;1;1;1;1;1;0;0;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;0.89;All;80
9869;831;78;sll1077, sll0228;speB;Arginase/agmatinase;1;1;1;0;1;1;0.8;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;0.33;1;1;1;1;0.89;All;80
7965;514;62;sll1263;fieF;Cation diffusion facilitator transporter;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;0;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;1;0.89;All;80
